Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
BCSVA,best spectacle-corrected visual acuity,最佳眼镜矫正视力,,,
BD,bile duct,胆管,https://en.wikipedia.org/wiki/Bile_duct,,
BD,bronchodilator,支气管扩张药,https://en.wikipedia.org/wiki/Bronchodilator,,
BE,barium enema,大肠钡剂灌肠造影,https://en.wikipedia.org/wiki/Lower_gastrointestinal_series,,
BFIE,benign familial infantile epilepsy,良性家族性婴儿癫痫,https://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy,,
BG,blood glucose,血糖,https://en.wikipedia.org/wiki/Blood_sugar_level,,
BHR,Birmingham Hip Resurfacing,伯明翰髋关节重铺,https://en.wikipedia.org/wiki/Hip_resurfacing,,
BIBEMS,brought in by emergency medical services,由紧急医疗服务带来,,,
BID,twice daily,每天两次,,,
BIV,Biventricular,双心室,,,
BJ,body jacket,身体外套,,,
BK,below knee,膝盖以下,,,
BKA,below knee amputation,截肢,https://en.wikipedia.org/wiki/Amputation#Types,,
BLAF,Behavior Language Assessment Form,行为语言评估表,,,
BLC,blue-light cystoscopy,蓝光膀胱镜,,,
BLE,bilateral lower extremities,双下肢,,,
BLSI,blunt liver and spleen injury,肝脾脏钝性损伤,,,
BM,bone marrow,骨髓,https://en.wikipedia.org/wiki/Bone_marrow,,
BM,bowel movement,排便,https://en.wikipedia.org/wiki/Defecation,,
BMD,bone mineral density,骨密度,https://en.wikipedia.org/wiki/Bone_density,,
BMI,body mass index,身高体重指数,https://en.wikipedia.org/wiki/Body_mass_index,,
BMP,basic metabolic panel,基本代谢小组,https://en.wikipedia.org/wiki/Basic_metabolic_panel,,
BMP,bone morphogenetic protein,骨塑型蛋白,https://en.wikipedia.org/wiki/Bone_morphogenetic_protein,,
BMR,basal metabolic rate,基础代谢率,https://en.wikipedia.org/wiki/Basal_metabolic_rate,,
BMS,bare metal stent,裸金属支架,,,
BMS,bare metal stent,裸金属支架,,,
BMT,bone marrow transplantation,骨髓移植,https://en.wikipedia.org/wiki/Hematopoietic_stem_cell_transplantation,,
BNP,brain natriuretic peptide,脑利钠肽,https://en.wikipedia.org/wiki/Ventricular_natriuretic_peptide,,
BO,bowel obstruction,肠梗阻,https://en.wikipedia.org/wiki/Bowel_obstruction,,
BOC,biopsy of cervix,宫颈活检,,,
BOOP,Bronchiolitis Obliterans Organizing Pneumonia,闭塞性细支气管炎组织性肺炎,,,
BOTOX,botulinum toxin,肉毒杆菌毒素,https://en.wikipedia.org/wiki/Botulinum_toxin,,
BP,benzoyl peroxide,过氧化苯甲酰,https://en.wikipedia.org/wiki/Benzoyl_peroxide,,
BP,blood pressure,血压,https://en.wikipedia.org/wiki/Blood_pressure,,
BPD,borderline personality disorder,边缘性人格障碍,https://en.wikipedia.org/wiki/Borderline_personality_disorder,,
BPD,bronchopulmonary dysplasia,支气管肺发育不良,https://en.wikipedia.org/wiki/Bronchopulmonary_dysplasia,,
BPF,bronchopleural fistula,支气管胸膜瘘,https://en.wikipedia.org/wiki/Bronchopleural_fistula,,
BPG,bypass graft,旁路移植,https://en.wikipedia.org/wiki/Graft_(surgery)#Vascular_grafting,,
BPH,benign prostatic hyperplasia,良性前列腺增生症,https://en.wikipedia.org/wiki/Benign_prostatic_hyperplasia,,
BPHII,BPH Impact Index,BPH影响指数,,,
BPHTN,blood pressure hypertension,血压高血压,,,
BPLT,BAK-preserved latanoprost-timolol,BAK保存的拉坦前列素-泰莫洛尔,,,
BPM,beats per minute,速度 (音乐),https://en.wikipedia.org/wiki/Tempo,,
BPP,biophysical profile,生物物理特征,https://en.wikipedia.org/wiki/Biophysical_profile,,
BR,bed rest,卧床休息,https://en.wikipedia.org/wiki/Bed_rest,,
BRAT,"bananas, rice, apple sauce, and toast (or tea)",香蕉，米饭，苹果酱和烤面包（或茶）,,,
BRB,bright red blood,鲜红色的血,,,
BRBPR,bright red blood per rectum,便血,https://en.wikipedia.org/wiki/Hematochezia,,
BRRB,bright red rectal bleeding,明亮的红色直肠出血,,,
BRUE,brief resolved unexplained event,简短的无法解释的事件,https://en.wikipedia.org/wiki/Brief_resolved_unexplained_event,,
BS,blood sugar,血糖,https://en.wikipedia.org/wiki/Blood_sugar_level,,
BS,bowel sounds,肠鸣音,https://en.wikipedia.org/wiki/Stomach_rumble,,
BS,breath sounds,呼吸音,https://en.wikipedia.org/wiki/Respiratory_sounds,,
BSA,body surface area,体表面积,https://en.wikipedia.org/wiki/Body_surface_area,,
BSAP,bone specific alkaline phosphatase,碱性磷酸酶,https://en.wikipedia.org/wiki/Alkaline_phosphatase,,
BSC,behavioral specialist consultant,行为专家顾问,,,
BSO,bilateral salpingo-oophorectomy,双侧输卵管卵巢切除术,https://en.wikipedia.org/wiki/Oophorectomy,,
BSSO,Bilateral Sagittal Split Osteotomy,双侧矢状劈开截骨术,,,
BT,blood transfusion,输血,https://en.wikipedia.org/wiki/Blood_transfusion,,
BT,bronchial thermoplasty,支气管热成形术,https://en.wikipedia.org/wiki/Bronchial_thermoplasty,,
BTA,botulinum toxin A,肉毒杆菌毒素,https://en.wikipedia.org/wiki/Botulinum_toxin,,
BTK,below the knee,膝盖以下,,,
BUN,blood urea nitrogen,尿素氮,https://en.wikipedia.org/wiki/Blood_urea_nitrogen,,
BV,bacterial vaginosis,细菌性阴道病,https://en.wikipedia.org/wiki/Bacterial_vaginosis,,
BVAB,bacterial vaginosis-associated bacteria,细菌性阴道病相关细菌,,,
BVD,bilateral vestibular dysfunction,双侧前庭功能障碍,,,
BVN,basivertebral nerve,基底椎神经,,,
BiPAP,bi-level positive airway pressure,正压呼吸器,https://en.wikipedia.org/wiki/Positive_airway_pressure,,
BoNT,botulinum neurotoxin,肉毒杆菌毒素,https://en.wikipedia.org/wiki/Botulinum_toxin,,
Bx,biopsy,活体组织切片,https://en.wikipedia.org/wiki/Biopsy,,
bEVAR,branched endovascular aneurysm repair,分支血管内动脉瘤修复,,,
C DIFF,Clostridium difficile,艰难梭菌,https://en.wikipedia.org/wiki/Clostridium_difficile,,
C&S,culture and sensitivity,文化和敏感性,https://en.wikipedia.org/wiki/Antibiotic_sensitivity_testing,,
C/B,complicated by,并发,,,
C/O,complaint of,的抱怨,,,
CA,calcium,钙,https://en.wikipedia.org/wiki/Calcium,,
CA,cancer,癌症,https://en.wikipedia.org/wiki/Cancer,,
CA,catheter ablation,导管消融,https://en.wikipedia.org/wiki/Catheter_ablation,,
CA,chronological age,时间年代,,,
CA-125,cancer antigen 125,癌抗原125,,,
CAA,cerebral amyloid angiopathy,脑淀粉样血管病,https://en.wikipedia.org/wiki/Cerebral_amyloid_angiopathy,,
CAB,coronary artery bypass,冠状动脉旁路移植,https://en.wikipedia.org/wiki/Coronary_artery_bypass_surgery,,
CABG,coronary artery bypass graft,冠状动脉旁路移植,https://en.wikipedia.org/wiki/Coronary_artery_bypass_surgery,,
CAD,coronary artery disease,冠状动脉疾病,https://en.wikipedia.org/wiki/Coronary_artery_disease,,
CAD-3,three-vessel coronary artery disease,三支冠状动脉疾病,,,
CADASIL,cerebral autosomal dominant arteriopathy with subcortical infarcts and leucoencephalopathy,脑常染色体显性遗传性动脉病变伴皮质下梗死和白质脑病,,,
CAG,coronary angiography,冠状动脉造影,https://en.wikipedia.org/wiki/Coronary_catheterization,,
CAH,chronic active hepatitis,肝炎,https://en.wikipedia.org/wiki/Hepatitis,,
CAH,congenital adrenal hyperplasia,先天性肾上腺增生症,https://en.wikipedia.org/wiki/Congenital_adrenal_hyperplasia,,
CAP,College of American Pathologists,美国病理学家学院,https://en.wikipedia.org/wiki/College_of_American_Pathologists,,
CAP,Competitive Acquisition Program,竞争性收购计划,,,
CAP,community acquired pneumonia,社区获得性肺炎,https://en.wikipedia.org/wiki/Community-acquired_pneumonia,,
CAP,prostate cancer,前列腺癌,https://en.wikipedia.org/wiki/Prostate_cancer,,
CAR-T,chimeric antigen receptor T-cell,嵌合抗原受体T细胞,,,
CARS,Childhood Autism Rating Scale,儿童自闭症评分量表,https://en.wikipedia.org/wiki/Childhood_Autism_Rating_Scale,,
CASL-2,"Comprehensive Assessment of Spoken Language, Second Edition",口语综合评估，第二版,,,
CAT,computerized axial tomography,X射线计算机断层成像,https://en.wikipedia.org/wiki/CT_scan,,
CAV,cardiac allograft vasculopathy,心脏同种异体血管病变,https://en.wikipedia.org/wiki/Cardiac_allograft_vasculopathy,,
CB,Concha bullosa,大耳甲,https://en.wikipedia.org/wiki/Concha_bullosa,,
CB,compression bandaging,压缩包扎,,,
CBC,complete blood count,全血细胞计数,https://en.wikipedia.org/wiki/Complete_blood_count,,
CBCT,cone beam CT,锥形束CT,,,
CBD,Common Bile Duct,普通胆管,,,
CBD,cannabidiol,大麻二酚,https://en.wikipedia.org/wiki/Cannabidiol,,
CBF,cerebral blood flow,脑血流量,https://en.wikipedia.org/wiki/Cerebral_circulation#Physiology,,
CBI,Catheter Based Intervention,基于导管的干预,,,
CBI,continuous bladder irrigation,连续膀胱冲洗,,,
CC,chief complaint,主诉,https://en.wikipedia.org/wiki/Presenting_problem,,
CCA,C. difficile cytotoxicity assay,艰难梭菌细胞毒性测定,,,
CCC,complete concentric collapse,完全同心坍塌,,,
CCJ,craniocervical junction,颅颈交界处,,,
CCK,cholecystokinin,胆囊收缩素,https://en.wikipedia.org/wiki/Cholecystokinin,,
CCP,cardiac catheterization procedure,心脏导管插入术,,,
CCPDMA,complete circumferential peripheral and deep margin assessment,完整的外周和深缘评估,https://en.wikipedia.org/wiki/Complete_circumferential_peripheral_and_deep_margin_assessment,,
CCR7,C-C chemokine receptor type 7,CC型趋化因子受体7型,https://en.wikipedia.org/wiki/C-C_chemokine_receptor_type_7,,
CCRCC,clear cell renal cell carcinoma,透明细胞肾细胞癌,https://en.wikipedia.org/wiki/Clear_cell_renal_cell_carcinoma,,
CCS grade,Canadian Cardiovascular Society grade,加拿大心血管学会等级,,,
CCTA,coronary computed tomography angiography,冠状动脉计算机断层扫描血管造影,,,
CCl4,carbon tetrachloride,四氯化碳,https://en.wikipedia.org/wiki/Carbon_tetrachloride,,
CD,Crohn's disease,克隆氏症,https://en.wikipedia.org/wiki/Crohn%27s_disease,,
CD4,cluster of differentiation 4,CD4受体,https://en.wikipedia.org/wiki/CD4,,
CDAI,Crohn's disease activity index,克罗恩病活动指数,,,
CDC,Centers for Disease Control and Prevention,美国疾病控制与预防中心,https://en.wikipedia.org/wiki/Centers_for_Disease_Control_and_Prevention,,
CDDP,cisplatin,顺铂,https://en.wikipedia.org/wiki/Cisplatin,,
CDEIS,Crohn’s disease index of severity,克罗恩病严重程度指数,,,
CDH,chronic daily headache,慢性每日头痛,,,
CDH,congenital diaphragmatic hernia,先天性横膈疝气,https://en.wikipedia.org/wiki/Congenital_diaphragmatic_hernia,,
CDHIS,Crohn's Disease Histological Index of Severity,克罗恩病严重度组织学指标,,,
CDI,Clostridium difficile infection,伪膜性结肠炎,https://en.wikipedia.org/wiki/Clostridioides_difficile_infection,,
CDK,cyclin-dependent kinase,周期蛋白依赖性激酶,https://en.wikipedia.org/wiki/Cyclin-dependent_kinase,,
CDMR,Cesarean Delivery at Maternal Request,应产妇要求剖腹产,,,
CDP,contractile deceleration point,收缩减速点,,,
CDPAS,consumer directed personal assistance services,消费者导向的个人协助服务,,,
CDR,complimentary-determining region,互补决定区,,,
CDT,carbohydrate‐deficient transferrin,缺乏碳水化合物的转铁蛋白,,,
CDT,complete decongestive therapy,完全去充血治疗,https://en.wikipedia.org/wiki/Lymphedema#Complete_decongestive_therapy,,
CDVA,corrected distance visual acuity,矫正远视力,,,
CEA,Carotid Endarterectomy,颈动脉内膜切除手术,https://en.wikipedia.org/wiki/Carotid_endarterectomy,,
CED,Cervical Endoscopic Discectomy,颈内镜椎间盘切除术,,,
CED,Coverage with Evidence Development,证据发展的覆盖范围,,,
CEUS,contrast-enhanced ultrasound,超声造影成像,https://en.wikipedia.org/wiki/Contrast-enhanced_ultrasound,,
CF,cystic fibrosis,囊肿性纤维化,https://en.wikipedia.org/wiki/Cystic_fibrosis,,
CFA,Common Femoral Artery,股总动脉,,,
CFC,cardio-facio-cutaneous syndrome,心脸皮肤综合征,https://en.wikipedia.org/wiki/Cardiofaciocutaneous_syndrome,,
CFCS,Communication Function Classification System,通信功能分类系统,https://en.wikipedia.org/wiki/Communication_Function_Classification_System,,
CFRD,Cystic Fibrosis Related Diabetes,囊性纤维化相关糖尿病,,,
CFTR,cystic fibrosis transmembrane conductance regulator,囊性纤维化跨膜电导调节剂,https://en.wikipedia.org/wiki/Cystic_fibrosis_transmembrane_conductance_regulator,,
CFU,colony forming unit,菌落形成单位,https://en.wikipedia.org/wiki/Colony-forming_unit,,
CFV,contractile front velocity,收缩前速度,,,
CG,compression garment,压缩衣,https://en.wikipedia.org/wiki/Compression_garment,,
CGH,comparative genomic hybridization,比较基因组杂交,https://en.wikipedia.org/wiki/Comparative_genomic_hybridization,,
CGM,continuous glucose monitoring,连续血糖监测,https://en.wikipedia.org/wiki/Continuous_glucose_monitor,,
CGMS,continuous glucose monitoring system,连续葡萄糖监测系统,,,
CGRP,calcitonin gene-related peptide,降钙素基因相关肽,https://en.wikipedia.org/wiki/Calcitonin_gene-related_peptide,,
CHA2DS2-VASc,"congestive heart failure, hypertension, age ≥ 75, diabetes mellitus, prior stroke or TIA or thromboembolism, vascular disease, age 65-74, sex category",充血性心力衰竭，高血压，≥75岁，糖尿病，先前中风或TIA或血栓栓塞，血管疾病，年龄65-74，性别,,,
CHD,congenital heart disease,先天性心脏病,https://en.wikipedia.org/wiki/Congenital_heart_defect,,
CHF,congestive heart failure,心脏衰竭,https://en.wikipedia.org/wiki/Heart_failure,,
CHG,chlorhexidine-gluconate,氯己定-葡萄糖酸盐,,,
CHI,closed head injury,闭合性颅脑损伤,https://en.wikipedia.org/wiki/Closed-head_injury,,
CHIKV,chikungunya virus,基孔肯雅热,https://en.wikipedia.org/wiki/Chikungunya#Virology,,
CHL,Conductive Hearing Loss,传导性听力损失,,,
CHRD,cysteine–histidine rich domain,富含半胱氨酸-组氨酸的结构域,,,
CI,Cochlear Implant,人工耳蜗,https://en.wikipedia.org/wiki/Cochlear_implant,,
CI,confidence interval,置信区间,https://en.wikipedia.org/wiki/Confidence_interval,,
CIA,Common Iliac Artery,I总动脉,,,
CIC,chronic idiopathic constipation,慢性特发性便秘,https://en.wikipedia.org/wiki/Functional_constipation,,
CIC,clean intermittent catheterization,清洁间歇性导管插入,https://en.wikipedia.org/wiki/Intermittent_catheterisation,,
CID,compromised immune disorder,免疫功能低下,,,
CIDP,Chronic Inflammatory Demyelinating Polyneuropathy,慢性炎症性脱髓鞘性多发性神经病,,,
CIDT,culture-independent diagnostic test,与文化无关的诊断测试,,,
CIM,critical illness myopathy,重症肌病,https://en.wikipedia.org/wiki/Critical_illness_polyneuropathy,,
CIN,Contrast Induced Nephropathy,造影剂肾病,,,
CIN,cervical intraepithelial neoplasia,宫颈上皮内瘤样病变,https://en.wikipedia.org/wiki/Cervical_intraepithelial_neoplasia,,
CIS,carcinoma in situ,原位癌,https://en.wikipedia.org/wiki/Carcinoma_in_situ,,
CIWA,Clinical Institute Withdrawal Assessment,临床研究所退出评估,https://en.wikipedia.org/wiki/Clinical_Institute_Withdrawal_Assessment_for_Alcohol,,
CK,creatine kinase,肌酸激酶,https://en.wikipedia.org/wiki/Creatine_kinase,,
CK18,Cytokeratin 18 Fragments,细胞角蛋白18片段,,,
CKD,chronic kidney disease,慢性肾脏病,https://en.wikipedia.org/wiki/Chronic_kidney_disease,,
CKI,cyclin-dependent kinase inhibitor,细胞周期蛋白依赖性激酶抑制剂,https://en.wikipedia.org/wiki/Cyclin-dependent_kinase_inhibitor_protein,,
CKIδ,casein kinase 1 delta,酪蛋白激酶1δ,,,
CKMB,creatine kinase isoenzyme MB,肌酸激酶同工酶,,,
CLBP,chronic low back pain,慢性腰痛,,,
CLIA,Clinical Laboratory Improvement Amendments,临床实验室改进修正案,https://en.wikipedia.org/wiki/Clinical_Laboratory_Improvement_Amendments,,
CLL,chronic lymphocytic leukemia,B细胞慢性淋巴细胞白血病,https://en.wikipedia.org/wiki/Chronic_lymphocytic_leukemia,,
CLND,complete lymph node dissection ,淋巴结清扫,,,
CM,Chiari malformation,下疝畸形,https://en.wikipedia.org/wiki/Chiari_malformation,,
CM,cardiomegaly,心脏肥大,https://en.wikipedia.org/wiki/Cardiomegaly,,
CM,cardiomyopathy,心肌症,https://en.wikipedia.org/wiki/Cardiomyopathy,,
CM,cell membrane,细胞膜,https://en.wikipedia.org/wiki/Cell_membrane,,
CM,chronic migraine,偏头痛,https://en.wikipedia.org/wiki/Migraine,,
CM-AVM,capillary malformation–ateriovenous malformation syndrome,毛细血管畸形-动静脉畸形综合征,,,
CMA,chromosomal microarray analysis,比较基因组杂交,https://en.wikipedia.org/wiki/Comparative_genomic_hybridization#Array-CGH,,
CMAP,compound muscle action potential,复合肌肉动作电位,https://en.wikipedia.org/wiki/Compound_muscle_action_potential,,
CMB,cerebral microbleed,脑微出血,"[""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6428007/"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3414436/""]",Neurology,Y
CML,"[""chronic myelogenous leukemia"", ""chronic myeloid leukemia""]",慢性粒细胞性白血病,https://en.wikipedia.org/wiki/Chronic_myelogenous_leukemia,,Y
CMP,cardiomyopathy,心肌症,https://en.wikipedia.org/wiki/Cardiomyopathy,,
CMP,comprehensive metabolic panel,综合代谢小组,https://en.wikipedia.org/wiki/Comprehensive_metabolic_panel,,
CMPA,cow’s milk protein allergy,牛奶蛋白过敏,,,
CMR,cardiac magnetic resonance,心血管磁共振成像,https://en.wikipedia.org/wiki/Cardiac_magnetic_resonance_imaging,,
CMS,Centers for Medicare & Medicaid Services,医疗保险和医疗补助服务中心,https://en.wikipedia.org/wiki/Centers_for_Medicare_%26_Medicaid_Services,,
CMT,cervical motion tenderness,宫颈举痛,https://en.wikipedia.org/wiki/Cervical_motion_tenderness,,
CMV,continuous mandatory ventilation,持续强制通风,https://en.wikipedia.org/wiki/Continuous_mandatory_ventilation,,
CMV,cytomegalovirus,巨细胞病毒,https://en.wikipedia.org/wiki/Cytomegalovirus,,
CN,cranial nerve,脑神经,https://en.wikipedia.org/wiki/Cranial_nerves,,
CN,cytogenetically normal,细胞遗传学正常,,,
CNA,copy number alteration,副本编号变更,,,
CNS,central nervous system,中枢神经系统,https://en.wikipedia.org/wiki/Central_nervous_system,,
CNT,carbon nanotube,碳纳米管,https://en.wikipedia.org/wiki/Carbon_nanotube,,
CNV,choroidal neovascularization,脉络膜新生血管,https://en.wikipedia.org/wiki/Choroidal_neovascularization,,
